Id,Genre,Title,Author,Purchase,Member
804,The Hunger Games,Suzanne Collins,Dystopia;Fantasy;Fiction;Science Fiction;Young Adult,28/04/1993,
805,Animal Farm,George Orwell,Academic;Classics;Dystopia;Fantasy;Fiction;Literature;Novels;Politics;Read For School;School;Science Fiction,17/05/1993,
806,Lolita,Vladimir Nabokov,Classics;Fiction;Literature,29/06/1993,
807,Charlie and the Chocolate Factory,Roald Dahl,Childrens;Classics;Fantasy;Fiction,14/07/1993,
808,How the Grinch Stole Christmas!,Dr. Seuss,Childrens;Christmas;Classics;Fantasy;Fiction;Holiday;Humor;Kids;Picture Books;Poetry,26/07/1993,
809,The Chronicles of Narnia,C.S. Lewis,Childrens;Classics;Fantasy;Fiction;Young Adult,10/09/1993,
810,Harry Potter and the Chamber of Secrets,J.K. Rowling,Fantasy;Fiction;Young Adult,06/10/1993,
811,Matilda,Roald Dahl,Childrens;Classics;Fantasy;Fiction,06/10/1993,
812,Twilight,Stephenie Meyer,Fantasy;Fiction;Paranormal;Romance;Vampires;Young Adult,11/11/1993,
813,The Hunger Games,Suzanne Collins,Dystopia;Fantasy;Fiction;Science Fiction;Young Adult,10/01/1994,
814,Glass Sword,Victoria Aveyard,Audiobook;Did Not Finish;Dystopia;Fantasy;Fiction;Magic;Romance;Science Fiction;Young Adult;Young Adult Fantasy,16/01/1994,
815,The Da Vinci Code,Dan Brown,Fiction;Mystery;Thriller,31/01/1994,
816,The Hunger Games,Suzanne Collins,Dystopia;Fantasy;Fiction;Science Fiction;Young Adult,31/01/1994,
817,War Storm,Victoria Aveyard,Dystopia;Fantasy;Science Fiction;Young Adult,19/03/1994,
818,Catching Fire,Suzanne Collins,Dystopia;Fantasy;Fiction;Science Fiction;Young Adult,01/05/1994,
819,Glass Sword,Victoria Aveyard,Audiobook;Did Not Finish;Dystopia;Fantasy;Fiction;Magic;Romance;Science Fiction;Young Adult;Young Adult Fantasy,29/08/1994,
820,Charlie and the Chocolate Factory,Roald Dahl,Childrens;Classics;Fantasy;Fiction,27/09/1994,
821,The Fellowship of the Ring,J.R.R. Tolkien,Adventure;Classics;Fantasy;Fiction,10/11/1994,
822,Charlie and the Chocolate Factory,Roald Dahl,Childrens;Classics;Fantasy;Fiction,11/11/1994,
823,The Hitchhiker's Guide to the Galaxy,Douglas Adams,Classics;Fantasy;Fiction;Humor;Science Fiction,25/11/1994,
824,Uglies,Scott Westerfeld,Dystopia;Science Fiction;Young Adult,05/04/1995,
825,Mockingjay,Suzanne Collins,Dystopia;Fantasy;Fiction;Science Fiction;Young Adult,13/04/1995,
826,Qurʾan / القرآن الكريم,Anonymous,Classics;Islam;Nonfiction;Philosophy;Religion,13/05/1995,
827,The Fellowship of the Ring,J.R.R. Tolkien,Adventure;Classics;Fantasy;Fiction,06/07/1995,
828,A Game of Thrones,George R.R. Martin,Epic Fantasy;Fantasy;Fiction,28/10/1995,
829,Red Queen,Victoria Aveyard,Dystopia;Fantasy;Romance;Science Fiction;Young Adult,18/01/1996,
830,Harry Potter and the Chamber of Secrets,J.K. Rowling,Fantasy;Fiction;Young Adult,24/01/1996,
831,Qurʾan / القرآن الكريم,Anonymous,Classics;Islam;Nonfiction;Philosophy;Religion,22/02/1996,
832,George's Marvellous Medicine,Roald Dahl,Childrens;Fantasy;Fiction,02/03/1996,
833,Twilight,Stephenie Meyer,Fantasy;Fiction;Paranormal;Romance;Vampires;Young Adult,24/03/1996,
834,"The Lion, the Witch and the Wardrobe",C.S. Lewis,Childrens;Classics;Fantasy;Fiction;Young Adult,26/06/1996,
835,The Great Gatsby,F. Scott Fitzgerald,Academic;American;Classics;Fiction;High School;Historical;Historical Fiction;Literature;Novels;Read For School;Romance;School;Young Adult,09/07/1996,
836,Murder on the Orient Express,Agatha Christie,Classics;Crime;Fiction;Mystery,25/07/1996,
837,Matilda,Roald Dahl,Childrens;Classics;Fantasy;Fiction,22/10/1996,
838,Harry Potter and the Prisoner of Azkaban,J.K. Rowling,Fantasy;Fiction;Young Adult,01/11/1996,
839,Schindler's List,Thomas Keneally,Classics;History;Holocaust;Nonfiction;War;World War II,09/11/1996,
840,Glass Sword,Victoria Aveyard,Audiobook;Did Not Finish;Dystopia;Fantasy;Fiction;Magic;Romance;Science Fiction;Young Adult;Young Adult Fantasy,28/01/1997,
841,Lolita,Vladimir Nabokov,Classics;Fiction;Literature,05/05/1997,
842,Mockingjay,Suzanne Collins,Dystopia;Fantasy;Fiction;Science Fiction;Young Adult,21/06/1997,
843,The Great Gatsby,F. Scott Fitzgerald,Academic;American;Classics;Fiction;High School;Historical;Historical Fiction;Literature;Novels;Read For School;Romance;School;Young Adult,20/10/1997,
844,Harry Potter and the Prisoner of Azkaban,J.K. Rowling,Fantasy;Fiction;Young Adult,07/11/1997,
845,The Chronicles of Narnia,C.S. Lewis,Childrens;Classics;Fantasy;Fiction;Young Adult,13/12/1997,
846,George's Marvellous Medicine,Roald Dahl,Childrens;Fantasy;Fiction,02/01/1998,
847,Specials,Scott Westerfeld,Dystopia;Science Fiction;Young Adult,15/01/1998,
848,Schindler's List,Thomas Keneally,Classics;History;Holocaust;Nonfiction;War;World War II,01/07/1998,
849,King's Cage,Victoria Aveyard,Dystopia;Fantasy;Science Fiction;Young Adult,02/09/1998,
850,The Great Gatsby,F. Scott Fitzgerald,Academic;American;Classics;Fiction;High School;Historical;Historical Fiction;Literature;Novels;Read For School;Romance;School;Young Adult,06/10/1998,
851,1984,George Orwell,Classics;Dystopia;Fiction;Science Fiction,22/10/1998,
852,The Cat in the Hat,Dr. Seuss,Childrens;Classics;Fiction;Picture Books,07/12/1998,
853,Schindler's List,Thomas Keneally,Classics;History;Holocaust;Nonfiction;War;World War II,14/12/1998,
854,"The Lion, the Witch and the Wardrobe",C.S. Lewis,Childrens;Classics;Fantasy;Fiction;Young Adult,21/12/1998,
855,Holy Bible: King James Version,Anonymous,Christian;Christianity;Classics;History;Lds;Nonfiction;Philosophy;Reference;Religion;Spirituality,08/01/1999,
856,The Twits,Roald Dahl,Childrens;Fantasy;Fiction,18/01/1999,
857,The Great Gatsby,F. Scott Fitzgerald,Academic;American;Classics;Fiction;High School;Historical;Historical Fiction;Literature;Novels;Read For School;Romance;School;Young Adult,24/02/1999,
858,The Great Gatsby,F. Scott Fitzgerald,Academic;American;Classics;Fiction;High School;Historical;Historical Fiction;Literature;Novels;Read For School;Romance;School;Young Adult,02/04/1999,
859,1984,George Orwell,Classics;Dystopia;Fiction;Science Fiction,01/05/1999,
860,The Witches,Roald Dahl,Childrens;Fantasy;Fiction,17/05/1999,
861,To Kill a Mockingbird,Harper Lee,Academic;Classics;Fiction;Historical;Historical Fiction;School,01/09/1999,
862,Extras,Scott Westerfeld,Dystopia;Science Fiction;Young Adult,23/09/1999,
863,War Storm,Victoria Aveyard,Dystopia;Fantasy;Science Fiction;Young Adult,30/09/1999,
864,Harry Potter and the Order of the Phoenix,J.K. Rowling,Fantasy;Fiction;Young Adult,22/10/1999,
865,The Hitchhiker's Guide to the Galaxy,Douglas Adams,Classics;Fantasy;Fiction;Humor;Science Fiction,27/10/1999,
866,Red Queen,Victoria Aveyard,Dystopia;Fantasy;Romance;Science Fiction;Young Adult,02/11/1999,
867,Matilda,Roald Dahl,Childrens;Classics;Fantasy;Fiction,10/11/1999,
868,Charlie and the Chocolate Factory,Roald Dahl,Childrens;Classics;Fantasy;Fiction,17/11/1999,
869,King's Cage,Victoria Aveyard,Dystopia;Fantasy;Science Fiction;Young Adult,09/01/2000,
870,The Twits,Roald Dahl,Childrens;Fantasy;Fiction,12/01/2000,
871,Artemis Fowl,Eoin Colfer,Childrens;Fantasy;Fiction;Young Adult,29/02/2000,
872,The Da Vinci Code,Dan Brown,Fiction;Mystery;Thriller,20/03/2000,
873,Red Queen,Victoria Aveyard,Dystopia;Fantasy;Romance;Science Fiction;Young Adult,15/08/2000,
874,War Storm,Victoria Aveyard,Dystopia;Fantasy;Science Fiction;Young Adult,05/09/2000,
875,The Hunger Games,Suzanne Collins,Dystopia;Fantasy;Fiction;Science Fiction;Young Adult,28/09/2000,
876,To Kill a Mockingbird,Harper Lee,Academic;Classics;Fiction;Historical;Historical Fiction;School,15/11/2000,
877,The Da Vinci Code,Dan Brown,Fiction;Mystery;Thriller,25/11/2000,
878,Schindler's List,Thomas Keneally,Classics;History;Holocaust;Nonfiction;War;World War II,05/03/2001,
879,The Theory of Everything: The Origin and Fate of the Universe,Stephen Hawking,Astronomy;Nonfiction;Physics;Science,20/04/2001,
880,The Hitchhiker's Guide to the Galaxy,Douglas Adams,Classics;Fantasy;Fiction;Humor;Science Fiction,25/04/2001,
881,1984,George Orwell,Classics;Dystopia;Fiction;Science Fiction,28/04/2001,
882,The Cat in the Hat,Dr. Seuss,Childrens;Classics;Fiction;Picture Books,14/06/2001,
883,The Lorax,Dr. Seuss,Childrens;Fiction;Picture Books,03/08/2001,
884,Uglies,Scott Westerfeld,Dystopia;Science Fiction;Young Adult,17/08/2001,
885,George's Marvellous Medicine,Roald Dahl,Childrens;Fantasy;Fiction,24/09/2001,
886,The Boy in the Striped Pajamas,John Boyne,Fiction;Historical;Historical Fiction;Holocaust;World War II;Young Adult,23/10/2001,
887,Harry Potter and the Order of the Phoenix,J.K. Rowling,Fantasy;Fiction;Young Adult,05/11/2001,
888,The Great Gatsby,F. Scott Fitzgerald,Academic;American;Classics;Fiction;High School;Historical;Historical Fiction;Literature;Novels;Read For School;Romance;School;Young Adult,17/12/2001,
889,Pride and Prejudice,Jane Austen,Classics;Fiction;Romance,02/03/2002,
890,The Cat in the Hat,Dr. Seuss,Childrens;Classics;Fiction;Picture Books,22/03/2002,
891,Red Queen,Victoria Aveyard,Dystopia;Fantasy;Romance;Science Fiction;Young Adult,22/04/2002,
892,Harry Potter and the Goblet of Fire,J.K. Rowling,Fantasy;Fiction;Young Adult,31/05/2002,
893,Little Women,Louisa May Alcott,Classics;Fiction;Historical;Historical Fiction;Young Adult,09/06/2002,
894,"The Lion, the Witch and the Wardrobe",C.S. Lewis,Childrens;Classics;Fantasy;Fiction;Young Adult,14/10/2002,
895,George's Marvellous Medicine,Roald Dahl,Childrens;Fantasy;Fiction,14/01/2003,
896,The Da Vinci Code,Dan Brown,Fiction;Mystery;Thriller,12/04/2003,
897,Lolita,Vladimir Nabokov,Classics;Fiction;Literature,16/06/2003,
898,The Great Gatsby,F. Scott Fitzgerald,Academic;American;Classics;Fiction;High School;Historical;Historical Fiction;Literature;Novels;Read For School;Romance;School;Young Adult,05/07/2003,
899,Catching Fire,Suzanne Collins,Dystopia;Fantasy;Fiction;Science Fiction;Young Adult,22/07/2003,
900,Matilda,Roald Dahl,Childrens;Classics;Fantasy;Fiction,10/08/2003,
901,The Hunger Games,Suzanne Collins,Dystopia;Fantasy;Fiction;Science Fiction;Young Adult,02/09/2003,
902,Pretties,Scott Westerfeld,Dystopia;Science Fiction;Young Adult,30/10/2003,
903,1984,George Orwell,Classics;Dystopia;Fiction;Science Fiction,15/12/2003,
904,The Twits,Roald Dahl,Childrens;Fantasy;Fiction,27/12/2003,
905,Schindler's List,Thomas Keneally,Classics;History;Holocaust;Nonfiction;War;World War II,08/02/2004,
906,Uglies,Scott Westerfeld,Dystopia;Science Fiction;Young Adult,25/02/2004,
907,The Cat in the Hat,Dr. Seuss,Childrens;Classics;Fiction;Picture Books,16/04/2004,
908,Uglies,Scott Westerfeld,Dystopia;Science Fiction;Young Adult,25/04/2004,
909,Red Queen,Victoria Aveyard,Dystopia;Fantasy;Romance;Science Fiction;Young Adult,26/04/2004,
910,The Chronicles of Narnia,C.S. Lewis,Childrens;Classics;Fantasy;Fiction;Young Adult,15/05/2004,
911,The Chronicles of Narnia,C.S. Lewis,Childrens;Classics;Fantasy;Fiction;Young Adult,01/06/2004,
912,War Storm,Victoria Aveyard,Dystopia;Fantasy;Science Fiction;Young Adult,15/06/2004,
913,Schindler's List,Thomas Keneally,Classics;History;Holocaust;Nonfiction;War;World War II,22/06/2004,
914,The Da Vinci Code,Dan Brown,Fiction;Mystery;Thriller,22/07/2004,
915,Harry Potter and the Chamber of Secrets,J.K. Rowling,Fantasy;Fiction;Young Adult,04/08/2004,
916,Extras,Scott Westerfeld,Dystopia;Science Fiction;Young Adult,08/08/2004,
917,The Cat in the Hat,Dr. Seuss,Childrens;Classics;Fiction;Picture Books,19/08/2004,
918,The BFG,Roald Dahl,Childrens;Fantasy;Fiction,24/08/2004,
919,Harry Potter and the Order of the Phoenix,J.K. Rowling,Fantasy;Fiction;Young Adult,27/09/2004,
920,Twilight,Stephenie Meyer,Fantasy;Fiction;Paranormal;Romance;Vampires;Young Adult,30/09/2004,
921,The Hitchhiker's Guide to the Galaxy,Douglas Adams,Classics;Fantasy;Fiction;Humor;Science Fiction,13/12/2004,
922,Extras,Scott Westerfeld,Dystopia;Science Fiction;Young Adult,16/12/2004,
923,A Briefer History of Time,Stephen Hawking,Astronomy;History;Nonfiction;Physics;Science,01/04/2005,
924,Harry Potter and the Half-Blood Prince,J.K. Rowling,Fantasy;Fiction;Young Adult,26/05/2005,
925,The Hunger Games,Suzanne Collins,Dystopia;Fantasy;Fiction;Science Fiction;Young Adult,13/06/2005,
926,The Chronicles of Narnia,C.S. Lewis,Childrens;Classics;Fantasy;Fiction;Young Adult,22/06/2005,
927,The BFG,Roald Dahl,Childrens;Fantasy;Fiction,26/06/2005,
928,Harry Potter and the Prisoner of Azkaban,J.K. Rowling,Fantasy;Fiction;Young Adult,08/08/2005,
929,James and the Giant Peach,Roald Dahl,Childrens;Classics;Fantasy;Fiction,21/11/2005,
930,Matilda,Roald Dahl,Childrens;Classics;Fantasy;Fiction,16/01/2006,
931,The Great Gatsby,F. Scott Fitzgerald,Academic;American;Classics;Fiction;High School;Historical;Historical Fiction;Literature;Novels;Read For School;Romance;School;Young Adult,19/02/2006,
932,Lolita,Vladimir Nabokov,Classics;Fiction;Literature,30/03/2006,
933,Green Eggs and Ham,Dr. Seuss,Childrens;Classics;Fiction;Picture Books,27/06/2006,
934,Harry Potter and the Sorcerer's Stone,J.K. Rowling,Fantasy;Fiction;Young Adult,23/07/2006,
935,To Kill a Mockingbird,Harper Lee,Academic;Classics;Fiction;Historical;Historical Fiction;School,04/11/2006,
936,Pretties,Scott Westerfeld,Dystopia;Science Fiction;Young Adult,04/03/2007,
937,A Brief History of Time,Stephen Hawking,History;Nonfiction;Physics;Science,02/05/2007,
938,Glass Sword,Victoria Aveyard,Audiobook;Did Not Finish;Dystopia;Fantasy;Fiction;Magic;Romance;Science Fiction;Young Adult;Young Adult Fantasy,16/05/2007,
939,Uglies,Scott Westerfeld,Dystopia;Science Fiction;Young Adult,24/05/2007,
940,Glass Sword,Victoria Aveyard,Audiobook;Did Not Finish;Dystopia;Fantasy;Fiction;Magic;Romance;Science Fiction;Young Adult;Young Adult Fantasy,26/06/2007,
941,Romeo and Juliet,William Shakespeare,Academic;Classics;Drama;Fiction;High School;Literature;Plays;Poetry;Read For School;Romance;School;Young Adult,25/07/2007,
942,Lolita,Vladimir Nabokov,Classics;Fiction;Literature,07/09/2007,
943,To Kill a Mockingbird,Harper Lee,Academic;Classics;Fiction;Historical;Historical Fiction;School,24/12/2007,
944,The Witches,Roald Dahl,Childrens;Fantasy;Fiction,27/12/2007,
945,The Da Vinci Code,Dan Brown,Fiction;Mystery;Thriller,31/12/2007,
946,The Fault in Our Stars,John Green,Contemporary;Fiction;Romance;Young Adult,11/01/2008,
947,Pride and Prejudice,Jane Austen,Classics;Fiction;Romance,06/02/2008,
948,The BFG,Roald Dahl,Childrens;Fantasy;Fiction,04/04/2008,
949,The BFG,Roald Dahl,Childrens;Fantasy;Fiction,16/05/2008,
950,Harry Potter and the Half-Blood Prince,J.K. Rowling,Fantasy;Fiction;Young Adult,08/08/2008,
951,Matilda,Roald Dahl,Childrens;Classics;Fantasy;Fiction,08/09/2008,
952,The Communist Manifesto,Karl Marx,Classics;Economics;History;Nonfiction;Philosophy;Politics,23/09/2008,
953,Extras,Scott Westerfeld,Dystopia;Science Fiction;Young Adult,01/10/2008,
954,Extras,Scott Westerfeld,Dystopia;Science Fiction;Young Adult,11/10/2008,
955,Glass Sword,Victoria Aveyard,Audiobook;Did Not Finish;Dystopia;Fantasy;Fiction;Magic;Romance;Science Fiction;Young Adult;Young Adult Fantasy,14/10/2008,
956,Harry Potter and the Order of the Phoenix,J.K. Rowling,Fantasy;Fiction;Young Adult,08/12/2008,
957,Red Queen,Victoria Aveyard,Dystopia;Fantasy;Romance;Science Fiction;Young Adult,22/12/2008,
958,The Twits,Roald Dahl,Childrens;Fantasy;Fiction,01/01/2009,
959,Harry Potter and the Half-Blood Prince,J.K. Rowling,Fantasy;Fiction;Young Adult,12/02/2009,
960,Glass Sword,Victoria Aveyard,Audiobook;Did Not Finish;Dystopia;Fantasy;Fiction;Magic;Romance;Science Fiction;Young Adult;Young Adult Fantasy,14/02/2009,
961,A Brief History of Time,Stephen Hawking,History;Nonfiction;Physics;Science,22/03/2009,
962,The Hunger Games,Suzanne Collins,Dystopia;Fantasy;Fiction;Science Fiction;Young Adult,19/04/2009,
963,Green Eggs and Ham,Dr. Seuss,Childrens;Classics;Fiction;Picture Books,18/05/2009,
964,1984,George Orwell,Classics;Dystopia;Fiction;Science Fiction,29/05/2009,
965,Twilight,Stephenie Meyer,Fantasy;Fiction;Paranormal;Romance;Vampires;Young Adult,14/07/2009,
966,Glass Sword,Victoria Aveyard,Audiobook;Did Not Finish;Dystopia;Fantasy;Fiction;Magic;Romance;Science Fiction;Young Adult;Young Adult Fantasy,10/09/2009,
967,Extras,Scott Westerfeld,Dystopia;Science Fiction;Young Adult,10/09/2009,
968,Qurʾan / القرآن الكريم,Anonymous,Classics;Islam;Nonfiction;Philosophy;Religion,28/09/2009,
969,The Theory of Everything: The Origin and Fate of the Universe,Stephen Hawking,Astronomy;Nonfiction;Physics;Science,02/11/2009,
970,The Cat in the Hat,Dr. Seuss,Childrens;Classics;Fiction;Picture Books,21/12/2009,
971,Green Eggs and Ham,Dr. Seuss,Childrens;Classics;Fiction;Picture Books,08/01/2010,
972,Twilight,Stephenie Meyer,Fantasy;Fiction;Paranormal;Romance;Vampires;Young Adult,20/01/2010,
973,The Great Gatsby,F. Scott Fitzgerald,Academic;American;Classics;Fiction;High School;Historical;Historical Fiction;Literature;Novels;Read For School;Romance;School;Young Adult,28/02/2010,
974,Qurʾan / القرآن الكريم,Anonymous,Classics;Islam;Nonfiction;Philosophy;Religion,02/03/2010,
975,Pretties,Scott Westerfeld,Dystopia;Science Fiction;Young Adult,08/04/2010,
976,How the Grinch Stole Christmas!,Dr. Seuss,Childrens;Christmas;Classics;Fantasy;Fiction;Holiday;Humor;Kids;Picture Books;Poetry,11/04/2010,
977,Lolita,Vladimir Nabokov,Classics;Fiction;Literature,09/06/2010,
978,Twilight,Stephenie Meyer,Fantasy;Fiction;Paranormal;Romance;Vampires;Young Adult,15/07/2010,
979,A Briefer History of Time,Stephen Hawking,Astronomy;History;Nonfiction;Physics;Science,25/07/2010,
980,The Fault in Our Stars,John Green,Contemporary;Fiction;Romance;Young Adult,13/09/2010,
981,Lolita,Vladimir Nabokov,Classics;Fiction;Literature,25/09/2010,
982,Charlie and the Chocolate Factory,Roald Dahl,Childrens;Classics;Fantasy;Fiction,09/10/2010,
983,The Cat in the Hat,Dr. Seuss,Childrens;Classics;Fiction;Picture Books,11/12/2010,
984,1984,George Orwell,Classics;Dystopia;Fiction;Science Fiction,12/12/2010,
985,Holy Bible: King James Version,Anonymous,Christian;Christianity;Classics;History;Lds;Nonfiction;Philosophy;Reference;Religion;Spirituality,26/12/2010,
986,George's Marvellous Medicine,Roald Dahl,Childrens;Fantasy;Fiction,12/02/2011,
987,The Hobbit,J.R.R. Tolkien,Classics;Fantasy;Fiction,02/03/2011,
988,The Theory of Everything: The Origin and Fate of the Universe,Stephen Hawking,Astronomy;Nonfiction;Physics;Science,14/03/2011,
989,Of Mice and Men,John Steinbeck,Academic;Classics;Fiction;Historical;Historical Fiction;Literature;School,01/05/2011,
990,The Lorax,Dr. Seuss,Childrens;Fiction;Picture Books,23/05/2011,
991,King's Cage,Victoria Aveyard,Dystopia;Fantasy;Science Fiction;Young Adult,02/07/2011,
992,Schindler's List,Thomas Keneally,Classics;History;Holocaust;Nonfiction;War;World War II,25/07/2011,
993,1984,George Orwell,Classics;Dystopia;Fiction;Science Fiction,16/09/2011,
994,Harry Potter and the Half-Blood Prince,J.K. Rowling,Fantasy;Fiction;Young Adult,23/09/2011,
995,Qurʾan / القرآن الكريم,Anonymous,Classics;Islam;Nonfiction;Philosophy;Religion,11/10/2011,
996,Pretties,Scott Westerfeld,Dystopia;Science Fiction;Young Adult,17/11/2011,
997,The Lorax,Dr. Seuss,Childrens;Fiction;Picture Books,23/12/2011,
998,The Theory of Everything: The Origin and Fate of the Universe,Stephen Hawking,Astronomy;Nonfiction;Physics;Science,12/04/2012,
999,Harry Potter and the Prisoner of Azkaban,J.K. Rowling,Fantasy;Fiction;Young Adult,17/04/2012,
1000,Specials,Scott Westerfeld,Dystopia;Science Fiction;Young Adult,09/11/2012,
1001,Animal Farm,George Orwell,Academic;Classics;Dystopia;Fantasy;Fiction;Literature;Novels;Politics;Read For School;School;Science Fiction,29/11/2012,
1002,The Witches,Roald Dahl,Childrens;Fantasy;Fiction,06/02/2013,
1003,Specials,Scott Westerfeld,Dystopia;Science Fiction;Young Adult,13/07/2013,
1004,Mockingjay,Suzanne Collins,Dystopia;Fantasy;Fiction;Science Fiction;Young Adult,19/07/2013,
1005,Pretties,Scott Westerfeld,Dystopia;Science Fiction;Young Adult,28/07/2013,
1006,Animal Farm,George Orwell,Academic;Classics;Dystopia;Fantasy;Fiction;Literature;Novels;Politics;Read For School;School;Science Fiction,23/08/2013,
1007,Harry Potter and the Prisoner of Azkaban,J.K. Rowling,Fantasy;Fiction;Young Adult,24/11/2013,
1008,Mockingjay,Suzanne Collins,Dystopia;Fantasy;Fiction;Science Fiction;Young Adult,28/12/2013,
1009,Catching Fire,Suzanne Collins,Dystopia;Fantasy;Fiction;Science Fiction;Young Adult,14/01/2014,
1010,Romeo and Juliet,William Shakespeare,Academic;Classics;Drama;Fiction;High School;Literature;Plays;Poetry;Read For School;Romance;School;Young Adult,15/02/2014,
1011,The Lorax,Dr. Seuss,Childrens;Fiction;Picture Books,01/04/2014,
1012,Artemis Fowl,Eoin Colfer,Childrens;Fantasy;Fiction;Young Adult,08/04/2014,
1013,To Kill a Mockingbird,Harper Lee,Academic;Classics;Fiction;Historical;Historical Fiction;School,01/05/2014,
1014,Charlie and the Chocolate Factory,Roald Dahl,Childrens;Classics;Fantasy;Fiction,02/05/2014,
1015,Lolita,Vladimir Nabokov,Classics;Fiction;Literature,29/06/2014,
1016,Pride and Prejudice,Jane Austen,Classics;Fiction;Romance,21/07/2014,
1017,The Da Vinci Code,Dan Brown,Fiction;Mystery;Thriller,17/08/2014,
1018,Mockingjay,Suzanne Collins,Dystopia;Fantasy;Fiction;Science Fiction;Young Adult,16/10/2014,
1019,Matilda,Roald Dahl,Childrens;Classics;Fantasy;Fiction,30/10/2014,
1020,Mockingjay,Suzanne Collins,Dystopia;Fantasy;Fiction;Science Fiction;Young Adult,06/01/2015,
1021,War Storm,Victoria Aveyard,Dystopia;Fantasy;Science Fiction;Young Adult,05/02/2015,
1022,Catching Fire,Suzanne Collins,Dystopia;Fantasy;Fiction;Science Fiction;Young Adult,12/04/2015,
1023,The Communist Manifesto,Karl Marx,Classics;Economics;History;Nonfiction;Philosophy;Politics,20/04/2015,
1024,Animal Farm,George Orwell,Academic;Classics;Dystopia;Fantasy;Fiction;Literature;Novels;Politics;Read For School;School;Science Fiction,13/05/2015,
1025,The Fellowship of the Ring,J.R.R. Tolkien,Adventure;Classics;Fantasy;Fiction,18/05/2015,
1026,Red Queen,Victoria Aveyard,Dystopia;Fantasy;Romance;Science Fiction;Young Adult,21/05/2015,
1027,Harry Potter and the Order of the Phoenix,J.K. Rowling,Fantasy;Fiction;Young Adult,31/05/2015,
1028,Green Eggs and Ham,Dr. Seuss,Childrens;Classics;Fiction;Picture Books,22/08/2015,
1029,Harry Potter and the Chamber of Secrets,J.K. Rowling,Fantasy;Fiction;Young Adult,21/10/2015,
1030,Schindler's List,Thomas Keneally,Classics;History;Holocaust;Nonfiction;War;World War II,21/12/2015,
1031,Holy Bible: King James Version,Anonymous,Christian;Christianity;Classics;History;Lds;Nonfiction;Philosophy;Reference;Religion;Spirituality,12/01/2016,
1032,Specials,Scott Westerfeld,Dystopia;Science Fiction;Young Adult,14/04/2016,
1033,The Fault in Our Stars,John Green,Contemporary;Fiction;Romance;Young Adult,30/04/2016,
1034,King's Cage,Victoria Aveyard,Dystopia;Fantasy;Science Fiction;Young Adult,30/05/2016,
1035,Pretties,Scott Westerfeld,Dystopia;Science Fiction;Young Adult,31/07/2016,
1036,The Lorax,Dr. Seuss,Childrens;Fiction;Picture Books,06/10/2016,
1037,To Kill a Mockingbird,Harper Lee,Academic;Classics;Fiction;Historical;Historical Fiction;School,31/12/2016,
1038,The Twits,Roald Dahl,Childrens;Fantasy;Fiction,27/01/2017,
1039,The Theory of Everything: The Origin and Fate of the Universe,Stephen Hawking,Astronomy;Nonfiction;Physics;Science,30/01/2017,
1040,The Da Vinci Code,Dan Brown,Fiction;Mystery;Thriller,14/02/2017,
1041,Schindler's List,Thomas Keneally,Classics;History;Holocaust;Nonfiction;War;World War II,18/02/2017,
1042,Mockingjay,Suzanne Collins,Dystopia;Fantasy;Fiction;Science Fiction;Young Adult,04/07/2017,
1043,Twilight,Stephenie Meyer,Fantasy;Fiction;Paranormal;Romance;Vampires;Young Adult,15/08/2017,
1044,Animal Farm,George Orwell,Academic;Classics;Dystopia;Fantasy;Fiction;Literature;Novels;Politics;Read For School;School;Science Fiction,07/12/2017,
1045,Red Queen,Victoria Aveyard,Dystopia;Fantasy;Romance;Science Fiction;Young Adult,11/01/2018,
1046,Extras,Scott Westerfeld,Dystopia;Science Fiction;Young Adult,29/03/2018,
1047,The Theory of Everything: The Origin and Fate of the Universe,Stephen Hawking,Astronomy;Nonfiction;Physics;Science,02/04/2018,
1048,The Communist Manifesto,Karl Marx,Classics;Economics;History;Nonfiction;Philosophy;Politics,13/04/2018,
1049,Twilight,Stephenie Meyer,Fantasy;Fiction;Paranormal;Romance;Vampires;Young Adult,18/04/2018,
1050,Pretties,Scott Westerfeld,Dystopia;Science Fiction;Young Adult,18/04/2018,
1051,Red Queen,Victoria Aveyard,Dystopia;Fantasy;Romance;Science Fiction;Young Adult,25/04/2018,
1052,The Da Vinci Code,Dan Brown,Fiction;Mystery;Thriller,03/09/2018,
1053,Mockingjay,Suzanne Collins,Dystopia;Fantasy;Fiction;Science Fiction;Young Adult,07/10/2018,
1054,Harry Potter and the Half-Blood Prince,J.K. Rowling,Fantasy;Fiction;Young Adult,24/10/2018,
1055,The Hobbit,J.R.R. Tolkien,Classics;Fantasy;Fiction,31/12/2018,
1056,Uglies,Scott Westerfeld,Dystopia;Science Fiction;Young Adult,14/01/2019,
1057,Twilight,Stephenie Meyer,Fantasy;Fiction;Paranormal;Romance;Vampires;Young Adult,02/02/2019,
1058,The Fellowship of the Ring,J.R.R. Tolkien,Adventure;Classics;Fantasy;Fiction,03/02/2019,
1059,Red Queen,Victoria Aveyard,Dystopia;Fantasy;Romance;Science Fiction;Young Adult,11/04/2019,
1060,Twilight,Stephenie Meyer,Fantasy;Fiction;Paranormal;Romance;Vampires;Young Adult,29/04/2019,
1061,Matilda,Roald Dahl,Childrens;Classics;Fantasy;Fiction,14/05/2019,
1062,The Cat in the Hat,Dr. Seuss,Childrens;Classics;Fiction;Picture Books,03/06/2019,
