Id,Member,Date_Out,Date_In
463,CHVR,29/08/2018,30/11/2018
318,MAEQ,31/08/2018,03/10/2018
350,MATD,02/09/2018,17/10/2018
674,SSKC,07/09/2018,04/11/2018
363,BISI,07/09/2018,09/12/2018
180,FAZJ,09/09/2018,01/11/2018
477,FAVT,10/09/2018,19/10/2018
694,BIWZ,15/09/2018,04/12/2018
240,BIHX,23/09/2018,25/11/2018
317,MAGP,29/09/2018,29/12/2018
919,COVN,01/10/2018,08/12/2018
154,SSPN,02/10/2018,24/11/2018
347,SSOQ,04/10/2018,11/01/2019
94,SSVD,10/10/2018,08/11/2018
684,BIHH,23/10/2018,22/12/2018
928,FAIF,24/10/2018,19/12/2018
918,FAUZ,29/10/2018,31/10/2018
41,GEPN,04/11/2018,04/02/2019
31,FAPU,09/11/2018,14/01/2019
515,SSLM,10/11/2018,16/11/2018
252,ENQJ,11/11/2018,16/12/2018
315,ENUE,11/11/2018,08/12/2018
59,SSLM,18/11/2018,12/12/2018
359,SSQT,18/11/2018,09/01/2019
162,CHSA,22/11/2018,29/12/2018
517,MALW,24/11/2018,10/01/2019
254,MAVW,02/12/2018,06/03/2019
13,SSJM,02/12/2018,09/02/2019
550,SSNA,11/12/2018,09/01/2019
710,SSVT,16/12/2018,22/01/2019
12,FAWH,19/12/2018,27/03/2019
961,ENUE,19/12/2018,06/02/2019
766,GEDA,20/12/2018,23/02/2019
938,ENHQ,20/12/2018,23/03/2019
557,FAFN,23/12/2018,01/02/2019
445,GEIO,27/12/2018,20/02/2019
390,COHD,30/12/2018,21/03/2019
886,ENOK,01/01/2019,03/04/2019
425,BISI,22/01/2019,25/04/2019
56,CHAZ,23/01/2019,16/04/2019
583,BIHX,26/01/2019,20/04/2019
964,ENBL,27/01/2019,25/04/2019
586,SSKC,31/01/2019,06/05/2019
188,PHMR,02/02/2019,13/04/2019
108,COYX,03/02/2019,17/03/2019
139,BIBN,05/02/2019,06/03/2019
244,MAEQ,13/02/2019,03/05/2019
1002,BICP,23/02/2019,02/04/2019
627,GEZP,23/02/2019,03/04/2019
614,CHZA,24/02/2019,08/05/2019
630,MAHK,24/02/2019,05/05/2019
337,FAOU,02/03/2019,06/03/2019
732,SSNA,06/03/2019,24/03/2019
465,MAZY,07/03/2019,09/06/2019
542,FAIF,08/03/2019,05/04/2019
821,GEOD,14/03/2019,17/06/2019
807,CORF,18/03/2019,19/06/2019
757,COOZ,21/03/2019,13/05/2019
221,SSVD,24/03/2019,29/04/2019
366,FAZJ,26/03/2019,21/04/2019
465,FAGC,27/03/2019,06/06/2019
507,GEAW,30/03/2019,03/04/2019
217,CHSA,02/04/2019,09/07/2019
136,GEPN,04/04/2019,26/06/2019
868,GEMR,05/04/2019,30/04/2019
37,MADP,16/04/2019,30/05/2019
60,ENQV,20/04/2019,26/05/2019
520,MABC,20/04/2019,27/07/2019
825,MATD,21/04/2019,22/06/2019
54,GEXP,26/04/2019,04/05/2019
276,SSPN,26/04/2019,15/06/2019
328,GEJG,26/04/2019,22/07/2019
483,GEPH,29/04/2019,11/06/2019
891,BISI,30/04/2019,08/06/2019
591,CHUA,03/05/2019,26/07/2019
117,GEMR,04/05/2019,02/08/2019
529,PHIW,04/05/2019,16/06/2019
325,PHQP,06/05/2019,19/05/2019
307,CHVE,10/05/2019,16/05/2019
838,GEXP,21/05/2019,28/06/2019
32,GEVK,21/05/2019,12/07/2019
398,ENOK,23/05/2019,10/07/2019
714,FAFN,24/05/2019,15/08/2019
917,SSOK,30/05/2019,20/07/2019
998,FAWH,02/06/2019,25/07/2019
556,COVN,03/06/2019,08/09/2019
682,MABW,04/06/2019,25/08/2019
762,ENUC,08/06/2019,15/09/2019
799,SSAM,09/06/2019,10/06/2019
686,BIHH,17/06/2019,15/09/2019
944,CHQK,19/06/2019,27/06/2019
495,GEDA,23/06/2019,11/09/2019
778,GEFK,27/06/2019,09/08/2019
633,SSAM,11/07/2019,10/08/2019
72,FAUZ,13/07/2019,21/07/2019
480,SSPN,15/07/2019,22/10/2019
356,FAVT,16/07/2019,14/08/2019
104,GEZP,17/07/2019,23/10/2019
170,CHVR,20/07/2019,15/10/2019
929,BIHX,23/07/2019,17/08/2019
736,PHIW,30/07/2019,11/10/2019
594,ENBL,31/07/2019,02/08/2019
319,GEJJ,06/08/2019,14/08/2019
242,MALW,07/08/2019,12/11/2019
610,CHBZ,14/08/2019,07/11/2019
59,MAGP,21/08/2019,19/11/2019
812,CORF,22/08/2019,13/11/2019
326,CHZA,24/08/2019,09/10/2019
325,CHCX,24/08/2019,16/10/2019
68,FAPU,25/08/2019,27/11/2019
968,FAUZ,25/08/2019,12/11/2019
886,CHVE,29/08/2019,17/10/2019
681,SSLM,30/08/2019,05/12/2019
314,SSOK,02/09/2019,23/10/2019
213,MABC,11/09/2019,22/09/2019
750,GEOL,14/09/2019,27/09/2019
264,SSXO,16/09/2019,30/11/2019
880,FAWH,19/09/2019,20/10/2019
857,GEAW,23/09/2019,04/11/2019
859,COVN,25/09/2019,10/10/2019
577,GEOD,27/09/2019,03/01/2020
573,FAOU,30/09/2019,22/10/2019
315,BIWZ,02/10/2019,06/01/2020
82,SSQT,02/10/2019,07/10/2019
495,SSJM,02/10/2019,14/11/2019
82,SSNA,18/10/2019,24/12/2019
865,FAGC,19/10/2019,28/10/2019
710,ENOK,21/10/2019,19/01/2020
433,CHQK,22/10/2019,18/12/2019
305,CHZA,26/10/2019,29/01/2020
835,GEMR,27/10/2019,30/11/2019
605,SSKC,31/10/2019,18/12/2019
689,GEIO,01/11/2019,28/01/2020
189,SSOQ,03/11/2019,10/12/2019
207,ENQJ,04/11/2019,12/11/2019
358,SSVT,06/11/2019,30/11/2019
19,GEPH,07/11/2019,05/02/2020
639,PHQP,08/11/2019,08/01/2020
241,MADP,11/11/2019,22/11/2019
367,MAZY,19/11/2019,29/12/2019
142,PHMR,21/11/2019,25/01/2020
484,GEVK,24/11/2019,20/12/2019
873,CHBZ,30/11/2019,29/01/2020
554,COOZ,08/12/2019,01/03/2020
601,ENUC,10/12/2019,11/01/2020
373,GEJG,18/12/2019,08/02/2020
124,SSKC,19/12/2019,02/02/2020
335,FAZJ,19/12/2019,20/12/2019
976,ENUE,19/12/2019,09/01/2020
51,GEPN,27/12/2019,15/03/2020
954,CHVE,28/12/2019,04/02/2020
262,ENQV,30/12/2019,19/02/2020
421,COYX,07/01/2020,15/03/2020
814,MAEQ,09/01/2020,13/02/2020
998,CHVR,19/01/2020,19/03/2020
464,CHAZ,28/01/2020,17/02/2020
552,GEDA,30/01/2020,10/03/2020
818,SSQT,30/01/2020,11/04/2020
279,ENHQ,02/02/2020,28/03/2020
294,GEMR,03/02/2020,06/03/2020
920,GEXP,05/02/2020,18/02/2020
174,SSOQ,07/02/2020,13/05/2020
574,SSVD,08/02/2020,21/02/2020
431,FAIF,11/02/2020,20/04/2020
545,SSJM,12/02/2020,03/05/2020
67,BISI,12/02/2020,20/03/2020
887,MAVW,19/02/2020,27/02/2020
13,COHD,20/02/2020,07/04/2020
755,SSKC,25/02/2020,07/04/2020
634,MABW,26/02/2020,18/03/2020
732,SSXO,28/02/2020,23/05/2020
23,MATD,01/03/2020,20/05/2020
276,FAVT,02/03/2020,20/04/2020
677,BIBN,05/03/2020,13/05/2020
774,MALW,07/03/2020,09/06/2020
809,BICP,17/03/2020,09/04/2020
245,SSVT,25/03/2020,15/04/2020
221,GEXP,26/03/2020,14/04/2020
828,SSPN,26/03/2020,13/06/2020
976,FAUZ,26/03/2020,17/04/2020
610,ENUE,27/03/2020,14/05/2020
645,FAGC,28/03/2020,11/05/2020
277,MAHK,31/03/2020,23/05/2020
186,MABC,02/04/2020,19/05/2020
776,CHUA,07/04/2020,16/05/2020
653,ENQJ,11/04/2020,19/07/2020
820,SSAM,18/04/2020,24/07/2020
766,ENHQ,23/04/2020,26/06/2020
581,ENQV,25/04/2020,13/05/2020
783,GEOD,26/04/2020,05/05/2020
977,GEFK,27/04/2020,03/06/2020
140,FAFN,28/04/2020,02/07/2020
94,CHAZ,29/04/2020,12/06/2020
539,GEVK,02/05/2020,18/06/2020
636,BIHX,13/05/2020,18/05/2020
977,MAVW,15/05/2020,19/08/2020
442,COVN,18/05/2020,12/07/2020
629,SSOK,19/05/2020,14/08/2020
517,CHSA,20/05/2020,31/07/2020
55,GEIO,21/05/2020,09/08/2020
880,ENBL,26/05/2020,04/08/2020
363,GEJG,27/05/2020,01/07/2020
684,FAVT,27/05/2020,26/08/2020
850,COOZ,04/06/2020,12/06/2020
986,CHQK,06/06/2020,03/08/2020
846,CHCX,08/06/2020,18/06/2020
877,GEFK,15/06/2020,18/06/2020
33,ENUE,16/06/2020,16/07/2020
528,GEZP,24/06/2020,08/07/2020
427,COYX,29/06/2020,23/07/2020
583,SSVD,30/06/2020,21/09/2020
161,PHQP,01/07/2020,21/09/2020
1000,SSQT,03/07/2020,15/09/2020
937,SSKC,12/07/2020,27/07/2020
33,CHCX,17/07/2020,29/07/2020
240,GEJJ,19/07/2020,20/10/2020
378,CHUA,19/07/2020,16/10/2020
110,ENUE,19/07/2020,18/10/2020
513,GEMR,20/07/2020,27/08/2020
689,FAOU,22/07/2020,05/10/2020
84,MALW,27/07/2020,27/09/2020
784,COHD,27/07/2020,28/07/2020
477,BIHX,28/07/2020,27/10/2020
149,PHIW,29/07/2020,09/09/2020
958,FAUZ,05/08/2020,24/08/2020
422,GEPH,05/08/2020,07/11/2020
685,MADP,07/08/2020,25/09/2020
37,SSLM,15/08/2020,14/11/2020
953,FAFN,17/08/2020,17/11/2020
564,FAPU,17/08/2020,08/11/2020
428,GEPN,21/08/2020,13/09/2020
748,CHBZ,29/08/2020,05/11/2020
542,MATD,30/08/2020,13/11/2020
778,ENOK,04/09/2020,28/11/2020
646,GEAW,05/09/2020,12/11/2020
340,BIHH,09/09/2020,05/11/2020
947,PHMR,19/09/2020,02/12/2020
868,GEOL,19/09/2020,15/12/2020
311,CHVE,19/09/2020,29/11/2020
546,CHAZ,27/09/2020,29/10/2020
758,GEFK,28/09/2020,23/11/2020
154,SSVD,30/09/2020,07/10/2020
83,FAZJ,07/10/2020,26/11/2020
61,MAZY,10/10/2020,16/10/2020
958,MADP,10/10/2020,09/01/2021
372,FAWH,11/10/2020,14/10/2020
766,CORF,16/10/2020,20/10/2020
753,GEZP,21/10/2020,09/01/2021
993,CHSA,23/10/2020,31/01/2021
626,ENQJ,27/10/2020,11/12/2020
618,SSVD,02/11/2020,10/11/2020
733,FAVT,03/11/2020,09/02/2021
407,MAEQ,07/11/2020,21/11/2020
626,COYX,14/11/2020,10/01/2021
551,MAGP,17/11/2020,10/02/2021
307,SSQT,17/11/2020,22/01/2021
595,ENBL,21/11/2020,16/02/2021
801,CHCX,22/11/2020,29/11/2020
774,BIWZ,24/11/2020,27/12/2020
222,CHAZ,24/11/2020,21/02/2021
157,SSNA,24/11/2020,19/01/2021
42,BICP,25/11/2020,28/01/2021
979,ENUC,25/11/2020,15/12/2020
472,CHVR,27/11/2020,04/12/2020
943,FAUZ,30/11/2020,09/02/2021
32,GEDA,04/12/2020,23/02/2021
50,CHZA,11/12/2020,14/02/2021
90,MABC,13/12/2020,21/01/2021
534,GEIO,21/12/2020,30/03/2021
451,SSAM,21/12/2020,15/03/2021
711,FAOU,25/12/2020,26/12/2020
72,SSVT,27/12/2020,04/04/2021
604,BIHX,29/12/2020,21/01/2021
999,FAWH,31/12/2020,28/03/2021
33,FAGC,03/01/2021,13/01/2021
771,COVN,05/01/2021,17/01/2021
37,GEOL,07/01/2021,25/01/2021
567,GEVK,11/01/2021,20/02/2021
411,MAEQ,12/01/2021,28/03/2021
968,GEJG,15/01/2021,14/02/2021
769,SSPN,29/01/2021,14/04/2021
203,PHIW,29/01/2021,17/04/2021
730,SSXO,04/02/2021,24/04/2021
770,GEOD,07/02/2021,26/03/2021
430,CHVR,10/02/2021,27/03/2021
4,MABW,12/02/2021,08/05/2021
512,BISI,13/02/2021,11/05/2021
587,SSOK,17/02/2021,06/05/2021
579,ENHQ,20/02/2021,27/02/2021
452,FAFN,21/02/2021,03/03/2021
60,COHD,24/02/2021,13/05/2021
65,SSJM,27/02/2021,13/04/2021
500,GEXP,11/03/2021,03/06/2021
331,BICP,12/03/2021,09/06/2021
787,GEDA,17/03/2021,17/04/2021
260,MAVW,23/03/2021,07/05/2021
746,GEMR,23/03/2021,29/04/2021
932,ENOK,24/03/2021,31/03/2021
232,COOZ,28/03/2021,16/04/2021
411,FAGC,29/03/2021,18/04/2021
450,FAIF,02/04/2021,07/07/2021
18,ENHQ,05/04/2021,26/04/2021
291,ENQV,13/04/2021,14/07/2021
514,MALW,13/04/2021,23/04/2021
814,SSOQ,14/04/2021,19/04/2021
539,ENQJ,16/04/2021,06/06/2021
703,MAHK,16/04/2021,18/05/2021
706,BIBN,20/04/2021,20/07/2021
811,CHZA,24/04/2021,30/04/2021
143,MATD,24/04/2021,28/06/2021
658,CHCX,29/04/2021,29/05/2021
563,GEJJ,30/04/2021,22/06/2021
116,SSOQ,01/05/2021,08/08/2021
626,MAZY,02/05/2021,01/08/2021
12,CHVE,04/05/2021,17/05/2021
31,CHBZ,05/05/2021,29/06/2021
907,BIHX,07/05/2021,30/07/2021
454,SSLM,08/05/2021,04/08/2021
640,FAPU,08/05/2021,19/07/2021
249,CHQK,10/05/2021,13/08/2021
534,SSOK,14/05/2021,10/08/2021
381,MABW,19/05/2021,05/07/2021
347,ENBL,21/05/2021,23/05/2021
965,GEPN,23/05/2021,13/06/2021
834,CHAZ,24/05/2021,06/08/2021
814,COVN,25/05/2021,20/06/2021
88,FAFN,26/05/2021,14/08/2021
20,FAUZ,29/05/2021,07/08/2021
768,SSVD,29/05/2021,21/06/2021
24,FAOU,31/05/2021,25/08/2021
878,SSAM,01/06/2021,05/09/2021
215,MADP,05/06/2021,02/07/2021
853,BIHH,06/06/2021,18/08/2021
114,SSPN,12/06/2021,19/08/2021
882,GEOD,16/06/2021,17/08/2021
598,PHQP,19/06/2021,08/07/2021
878,MAVW,20/06/2021,23/08/2021
54,PHIW,30/06/2021,25/07/2021
699,GEVK,06/07/2021,26/09/2021
525,BICP,08/07/2021,16/10/2021
610,SSVD,08/07/2021,19/07/2021
866,ENHQ,09/07/2021,05/09/2021
207,MALW,11/07/2021,23/07/2021
601,ENQJ,14/07/2021,04/08/2021
926,CHVR,14/07/2021,17/10/2021
830,BISI,19/07/2021,04/08/2021
636,SSKC,21/07/2021,12/09/2021
807,MALW,23/07/2021,30/08/2021
568,FAVT,25/07/2021,23/08/2021
7,GEOL,27/07/2021,16/09/2021
786,MATD,01/08/2021,29/09/2021
44,FAIF,03/08/2021,23/09/2021
641,SSQT,04/08/2021,28/10/2021
832,CHUA,04/08/2021,25/09/2021
776,GEIO,06/08/2021,28/09/2021
878,GEXP,08/08/2021,25/10/2021
53,ENOK,11/08/2021,15/08/2021
753,CHCX,14/08/2021,10/09/2021
784,ENBL,15/08/2021,12/09/2021
902,ENUE,17/08/2021,24/11/2021
561,SSVT,19/08/2021,04/09/2021
430,BIBN,20/08/2021,22/08/2021
693,GEAW,22/08/2021,17/11/2021
1,FAWH,23/08/2021,14/10/2021
53,FAUZ,23/08/2021,25/08/2021
700,CHBZ,26/08/2021,17/09/2021
958,MAHK,31/08/2021,26/11/2021
763,FAVT,02/09/2021,07/12/2021
176,MALW,03/09/2021,25/09/2021
564,ENOK,06/09/2021,26/10/2021
515,GEOD,08/09/2021,28/09/2021
997,FAZJ,15/09/2021,11/12/2021
315,ENHQ,16/09/2021,27/11/2021
727,FAOU,19/09/2021,
961,GEJG,20/09/2021,31/10/2021
702,GEPH,23/09/2021,15/12/2021
842,FAFN,24/09/2021,12/11/2021
518,MABW,24/09/2021,08/12/2021
516,BIBN,25/09/2021,03/12/2021
931,COVN,28/09/2021,11/10/2021
947,MAZY,29/09/2021,
112,CHVE,30/09/2021,
392,COHD,01/10/2021,22/11/2021
264,SSVD,02/10/2021,17/10/2021
758,CHAZ,03/10/2021,
211,FAUZ,06/10/2021,05/12/2021
966,SSJM,08/10/2021,
566,CORF,11/10/2021,
530,COOZ,12/10/2021,23/10/2021
638,FAIF,13/10/2021,12/11/2021
962,CHCX,17/10/2021,
364,ENQJ,21/10/2021,
648,CHSA,21/10/2021,
841,GEIO,25/10/2021,25/11/2021
449,MAGP,25/10/2021,
436,GEVK,25/10/2021,
772,BIWZ,29/10/2021,
183,CHZA,30/10/2021,05/11/2021
956,CORF,31/10/2021,
785,ENUC,01/11/2021,27/11/2021
915,MAGP,01/11/2021,
770,GEFK,02/11/2021,28/11/2021
621,FAPU,02/11/2021,08/11/2021
345,COOZ,02/11/2021,13/12/2021
529,BIHX,03/11/2021,27/11/2021
39,CHSA,03/11/2021,
195,SSKC,05/11/2021,05/12/2021
738,CHQK,05/11/2021,
927,CHBZ,05/11/2021,
55,SSQT,07/11/2021,30/11/2021
234,BICP,07/11/2021,
434,SSVD,08/11/2021,
497,SSOK,09/11/2021,
326,GEMR,10/11/2021,
160,PHIW,10/11/2021,
147,CHZA,11/11/2021,
305,PHQP,11/11/2021,
723,CHVR,12/11/2021,
360,ENBL,13/11/2021,13/12/2021
779,COVN,13/11/2021,
510,SSAM,14/11/2021,08/12/2021
298,GEJJ,15/11/2021,
80,PHQP,16/11/2021,
208,MAZY,16/11/2021,
182,ENQV,17/11/2021,
864,GEXP,18/11/2021,
909,COVN,19/11/2021,
10,SSPN,20/11/2021,
804,FAOU,20/11/2021,
344,MAEQ,22/11/2021,
892,CHQK,22/11/2021,
211,MALW,22/11/2021,
725,CHBZ,22/11/2021,
922,MADP,22/11/2021,
117,MATD,22/11/2021,
50,CHZA,23/11/2021,
791,CHBZ,23/11/2021,
811,CHUA,24/11/2021,07/12/2021
737,SSOQ,25/11/2021,11/12/2021
475,COHD,25/11/2021,28/11/2021
192,CHSA,25/11/2021,
944,MADP,25/11/2021,
941,MAVW,27/11/2021,
697,CHVE,27/11/2021,
704,BISI,27/11/2021,
912,MABC,28/11/2021,
815,FAOU,28/11/2021,
494,PHMR,29/11/2021,
87,CHQK,29/11/2021,
489,MABC,29/11/2021,
308,MADP,29/11/2021,
441,MAHK,29/11/2021,
560,ENHQ,29/11/2021,
248,SSQT,30/11/2021,
658,BIHX,30/11/2021,
358,MAZY,30/11/2021,
506,CORF,01/12/2021,
57,FAOU,01/12/2021,
688,COYX,01/12/2021,
832,SSVD,01/12/2021,
6,CORF,02/12/2021,
995,MAGP,02/12/2021,
705,BIWZ,02/12/2021,
74,GEOL,02/12/2021,
825,SSLM,03/12/2021,14/12/2021
168,FAGC,04/12/2021,
740,ENQJ,04/12/2021,
603,ENUE,04/12/2021,
743,CORF,05/12/2021,
558,ENQV,05/12/2021,
287,SSOK,05/12/2021,
2,GEZP,06/12/2021,
379,GEPN,06/12/2021,
978,FAGC,07/12/2021,
137,GEFK,07/12/2021,
656,GEJG,07/12/2021,
389,MALW,07/12/2021,
444,FAIF,07/12/2021,
289,SSVT,08/12/2021,13/12/2021
280,CORF,08/12/2021,
974,BIHH,08/12/2021,
992,FAUZ,08/12/2021,
634,GEIO,09/12/2021,
631,CHBZ,09/12/2021,
543,CHZA,10/12/2021,
413,FAIF,10/12/2021,
278,PHIW,10/12/2021,
545,CHUA,10/12/2021,
809,FAVT,10/12/2021,
657,FAGC,11/12/2021,
643,SSXO,11/12/2021,
818,CHUA,11/12/2021,
847,BIBN,12/12/2021,
975,MAGP,12/12/2021,
315,CHZA,12/12/2021,
447,GEXP,12/12/2021,
795,MALW,12/12/2021,
187,GEDA,12/12/2021,
820,ENUC,12/12/2021,
587,SSNA,12/12/2021,
426,MABW,12/12/2021,
675,FAZJ,12/12/2021,
717,CORF,13/12/2021,
330,CHSA,13/12/2021,
71,FAFN,13/12/2021,
59,GEAW,13/12/2021,
461,COYX,13/12/2021,
371,SSKC,13/12/2021,
139,SSVD,13/12/2021,
69,ENUE,13/12/2021,
78,SSLM,14/12/2021,
833,ENOK,14/12/2021,
794,FAFN,14/12/2021,
503,FAPU,14/12/2021,
844,FAUZ,14/12/2021,
76,ENBL,14/12/2021,
596,PHQP,14/12/2021,
38,GEOD,14/12/2021,
360,COOZ,14/12/2021,
960,SSNA,14/12/2021,
243,BISI,14/12/2021,
126,BIBN,15/12/2021,
407,FAWH,15/12/2021,
300,SSVT,15/12/2021,
150,MALW,15/12/2021,
97,SSOQ,15/12/2021,
92,SSAM,15/12/2021,
333,GEZP,15/12/2021,
984,COHD,15/12/2021,
520,GEPH,15/12/2021,
